0,2100,700
1,800,400
2,400,300
3,300,300
4,300,400
5,900,600
6,300,600
7,300,500
8,300,700
9,300,600
10,300,700
11,400,800
12,300,800
13,300,1000
14,300,900
15,300,22000
16,300,1100
17,300,1100
18,300,1200
19,300,1200
20,400,1300
21,300,1200
22,300,91300
23,800,1700
24,600,1600
25,400,1900
26,500,1600
27,400,1700
28,600,1900
29,500,1900
30,500,4200
31,500,2000
32,500,2000
33,400,2100
34,500,2800
35,500,2300
36,500,2300
37,500,2800
38,600,2500
39,500,2400
40,600,3000
41,600,2600
42,500,2700
43,500,3100
44,600,2700
45,500,4000
46,600,300
47,600,400
48,600,300
49,600,300
50,600,300
51,600,400
52,700,400
53,1600,400
54,700,400
55,600,400
56,700,400
57,600,300
58,700,400
59,700,400
60,800,400
61,600,500
62,700,14900
63,800,400
64,700,400
65,600,400
66,700,500
67,700,400
68,700,500
69,700,400
70,1500,500
71,700,500
72,800,500
73,800,500
74,700,600
75,800,500
76,800,500
77,800,500
78,800,500
79,800,500
80,800,500
81,800,500
82,900,1200
83,1300,600
84,800,500
85,800,600
86,900,600
87,800,600
88,900,600
89,800,600
90,900,600
91,900,600
92,900,600
93,900,900
94,900,700
95,1400,700
96,900,700
97,1000,700
98,1000,600
99,1000,700
100,1000,700
101,1000,700
102,1000,700
103,1000,700
104,1000,700
105,66300,900
106,1300,800
107,1100,700
108,1400,700
109,1000,700
110,1000,800
111,12000,1000
112,1300,800
113,1100,58100
114,3600,800
115,1300,800
116,1200,700
117,1200,800
118,500,800
119,400,800
120,300,800
121,400,700
122,300,1500
123,400,800
124,400,800
125,400,800
126,400,800
127,500,800
128,500,900
129,400,900
130,300,1600
131,900,1000
132,400,900
133,300,900
134,300,900
135,300,900
136,400,900
137,300,1200
138,400,900
139,400,900
140,400,900
141,400,900
142,400,900
143,400,900
144,400,900
145,400,900
146,400,900
147,400,1000
148,400,800
149,400,900
150,400,900
151,400,1000
152,400,1000
153,400,1000
154,400,900
155,400,1000
156,400,900
157,400,1000
158,400,1300
159,400,1000
160,400,900
161,400,1000
162,400,1000
163,400,1000
164,400,1000
165,400,1100
166,400,1000
167,400,1100
168,400,1100
169,400,1000
170,400,1400
171,400,1200
172,400,1000
173,400,1100
174,400,1200
175,400,1100
176,500,1100
177,400,1100
178,500,1000
179,400,1100
180,500,1100
181,500,1100
182,500,1400
183,800,1100
184,500,1100
185,500,1100
186,500,1100
187,500,1100
188,400,1100
189,500,1200
190,500,1100
191,400,1100
192,500,1200
193,500,1600
194,500,1200
195,400,1300
196,500,1200
197,500,1300
198,500,1500
199,500,1400
200,500,1200
201,500,1300
202,500,1300
203,500,1300
204,500,1300
205,500,1400
206,400,1300
207,500,1300
208,500,1300
209,500,1400
210,500,1400
211,500,1400
212,500,1300
213,500,1700
214,500,1400
215,500,1500
216,500,2300
217,600,900
218,500,800
219,500,900
220,600,800
221,500,900
222,500,900
223,900,900
224,500,900
225,500,900
226,500,900
227,500,1000
228,500,900
229,500,1000
230,500,900
231,500,1000
232,500,900
233,500,1000
234,600,900
235,500,1000
236,500,900
237,500,1000
238,500,1000
239,500,1000
240,500,900
241,600,1000
242,500,900
243,600,900
244,500,900
245,500,1100
246,600,900
247,500,1000
248,500,1000
249,500,1000
250,700,1100
251,600,1000
252,600,1000
253,600,1000
254,500,1100
255,800,1200
256,700,1200
257,2100,1100
258,600,1100
259,600,1100
260,600,1100
261,500,1100
262,600,1000
263,500,1100
264,600,1100
265,500,1000
266,600,1000
267,600,1100
268,600,1100
269,600,1100
270,600,1100
271,600,1100
272,600,1100
273,600,1000
274,600,1100
275,600,1000
276,600,1100
277,600,1100
278,600,1000
279,600,1100
280,600,1100
281,600,1100
282,600,1100
283,600,1000
284,600,1100
285,600,1000
286,700,1000
287,600,1000
288,20000,1300
289,700,1200
290,600,1000
291,600,1100
292,600,1200
293,600,1200
294,600,1100
295,600,1200
296,600,1200
297,600,1100
298,600,1100
299,600,1200
300,700,1200
301,600,1200
302,700,1000
303,600,1200
304,600,1100
305,600,1200
306,600,1100
307,700,1200
308,700,1100
309,700,1200
310,600,1200
311,700,1200
312,700,1100
313,600,1300
314,700,1300
315,1500,1300
316,700,1200
317,600,1300
318,700,1200
319,700,1200
320,600,1200
321,600,1200
322,700,1200
323,600,1300
324,700,1200
325,700,1200
326,700,1200
327,700,1300
328,700,1200
329,700,1300
330,700,1200
331,700,1300
332,700,1200
333,600,1400
334,600,1200
335,600,1400
336,700,1300
337,600,1400
338,700,1200
339,600,1300
340,1000,1300
341,700,1300
342,700,1300
343,700,1400
344,700,1300
345,700,1300
346,800,1300
347,700,1400
348,700,1300
349,700,1400
350,700,1300
351,700,1300
352,800,1300
353,700,1500
354,700,1300
355,700,1400
356,700,1400
357,700,1400
358,700,1400
359,700,1400
360,700,1400
361,700,1500
362,700,1400
363,1100,1500
364,700,1400
365,800,1400
366,700,1400
367,700,1500
368,700,1400
369,700,1500
370,700,1400
371,700,1500
372,800,1400
373,700,1500
374,700,1500
375,700,1500
376,700,1500
377,800,1500
378,700,1500
379,700,1500
380,700,1500
381,800,1500
382,800,1500
383,1000,1600
384,900,1700
385,1500,1500
386,700,1500
387,800,1500
388,700,1400
389,800,1500
390,800,1400
391,700,1600
392,700,1400
393,800,1400
394,800,1500
395,800,1500
396,800,1500
397,800,1700
398,900,1600
399,800,1600
400,700,1600
401,800,1500
402,800,1500
403,800,1500
404,800,1500
405,900,1500
406,1900,1500
407,800,1600
408,800,1500
409,800,1600
410,700,1500
411,900,1500
412,800,1600
413,900,1500
414,800,1600
415,900,1500
416,800,1500
417,900,1500
418,800,1600
419,900,1500
420,800,1500
421,900,1600
422,800,1600
423,900,1500
424,800,1600
425,1200,1600
426,900,1500
427,800,1500
428,800,1600
429,900,1700
430,800,1600
431,900,1600
432,800,1600
433,800,1600
434,800,1600
435,900,1700
436,800,1600
437,900,1700
438,800,1700
439,900,1600
440,800,1700
441,900,1600
442,800,1600
443,900,1700
444,1100,1700
445,900,1700
446,800,1700
447,900,1700
448,800,1700
449,900,1600
450,800,1800
451,1000,1700
452,800,1700
453,900,1700
454,900,1700
455,900,1800
456,900,1700
457,1000,1700
458,900,1700
459,900,1700
460,900,1700
461,900,1800
462,1200,1800
463,900,1700
464,900,1700
465,1000,1800
466,900,1700
467,1000,1800
468,900,1800
469,1000,1800
470,900,1900
471,900,1700
472,900,1700
473,900,1800
474,900,1700
475,1000,1800
476,800,16700
477,1000,1900
478,900,1800
479,1000,1800
